종목명,날짜,종가,전일비상태,전일비,시가,고가,저가,거래량,월
키움증권,2024.04.08,"123,100",하락,"1,300","124,000","125,200","122,500","70,890",4
키움증권,2024.04.05,"124,400",상승,"2,000","121,300","128,900","120,900","90,813",4
키움증권,2024.04.04,"122,400",상승,"1,600","123,100","125,400","121,600","94,605",4
키움증권,2024.04.03,"120,800",상승,"1,200","118,100","122,000","118,000","58,689",4
키움증권,2024.04.02,"119,600",하락,400,"118,900","121,900","118,000","47,626",4
키움증권,2024.04.01,"120,000",하락,"1,700","122,900","126,100","119,300","82,318",4
키움증권,2024.03.29,"121,700",하락,"1,600","123,300","123,800","120,600","62,683",3
키움증권,2024.03.28,"123,300",하락,"1,500","125,000","127,800","122,600","70,713",3
키움증권,2024.03.27,"124,800",하락,"1,400","125,100","126,400","122,200","103,927",3
키움증권,2024.03.26,"126,200",보합,0,"127,600","128,100","125,600","49,223",3
키움증권,2024.03.25,"126,200",하락,"5,200","131,200","132,000","126,100","84,629",3
키움증권,2024.03.22,"131,400",하락,"2,400","132,000","133,800","131,000","37,379",3
키움증권,2024.03.21,"133,800",상승,"2,200","132,200","134,500","132,200","61,948",3
키움증권,2024.03.20,"131,600",하락,400,"133,600","134,900","131,300","41,680",3
키움증권,2024.03.19,"132,000",상승,"1,000","129,100","135,700","128,100","61,597",3
키움증권,2024.03.18,"131,000",하락,300,"132,600","132,700","128,000","61,539",3
키움증권,2024.03.15,"131,300",하락,"3,400","133,800","136,600","129,600","107,076",3
키움증권,2024.03.14,"134,700",상승,"3,800","132,400","136,500","124,300","246,241",3
키움증권,2024.03.13,"130,900",상승,"6,300","125,000","134,000","124,100","138,511",3
키움증권,2024.03.12,"124,600",보합,0,"124,600","126,400","123,600","105,524",3
키움증권,2024.03.11,"124,600",하락,"6,200","128,500","130,000","123,300","146,729",3
키움증권,2024.03.08,"130,800",상승,700,"131,400","133,600","130,200","67,152",3
키움증권,2024.03.07,"130,100",상승,600,"129,500","130,700","127,400","46,544",3
키움증권,2024.03.06,"129,500",하락,"5,300","133,800","133,800","128,300","104,741",3
키움증권,2024.03.05,"134,800",상승,"2,200","130,100","135,900","130,000","113,712",3
키움증권,2024.03.04,"132,600",상승,"6,900","127,900","133,300","127,800","167,046",3
한화,2024.05.14,"27,100",하락,350,"27,550","27,550","27,000","98,002",5
한화,2024.05.13,"27,450",상승,150,"27,400","27,550","27,200","138,319",5
한화,2024.05.10,"27,300",상승,150,"27,250","27,450","27,100","141,982",5
한화,2024.05.09,"27,150",하락,400,"27,400","27,500","26,950","254,580",5
한화,2024.05.08,"27,550",상승,450,"27,250","27,750","27,100","196,689",5
한화,2024.05.07,"27,100",상승,150,"27,200","27,300","26,800","184,473",5
한화,2024.05.03,"26,950",하락,250,"27,300","27,450","26,950","135,260",5
한화,2024.05.02,"27,200",하락,150,"27,300","27,500","26,850","217,357",5
한화,2024.04.30,"27,350",하락,450,"27,800","27,850","27,200","211,211",4
한화,2024.04.29,"27,800",상승,"1,050","26,950","27,950","26,950","310,082",4
한화,2024.04.26,"26,750",하락,100,"26,850","26,950","26,600","153,908",4
한화,2024.04.25,"26,850",상승,300,"26,500","27,150","26,350","204,761",4
한화,2024.04.24,"26,550",하락,100,"26,800","27,000","26,500","191,252",4
한화,2024.04.23,"26,650",하락,50,"26,750","26,900","26,300","155,353",4
한화,2024.04.22,"26,700",상승,600,"26,350","26,800","26,250","171,183",4
한화,2024.04.19,"26,100",하락,150,"26,050","26,350","25,750","219,923",4
한화,2024.04.18,"26,250",상승,400,"25,650","26,350","25,650","214,484",4
한화,2024.04.17,"25,850",하락,450,"26,400","26,600","25,850","233,151",4
한화,2024.04.16,"26,300",하락,950,"26,900","27,050","26,100","340,398",4
한화,2024.04.15,"27,250",상승,450,"26,500","27,500","26,300","266,730",4
한화,2024.04.12,"26,800",하락,750,"27,650","27,700","26,800","521,163",4
한화,2024.04.11,"27,550",하락,400,"27,200","27,650","27,000","682,456",4
한화,2024.04.09,"27,950",하락,"1,500","29,450","29,600","27,850","956,801",4
한화,2024.04.08,"29,450",상승,"1,450","28,400","29,650","27,950","1,051,569",4
한화,2024.04.05,"28,000",하락,850,"28,450","29,350","28,000","672,919",4
한화,2024.04.04,"28,850",상승,200,"29,150","30,200","28,500","2,649,482",4
한화,2024.04.03,"28,650",상승,"1,950","26,750","31,950","26,650","3,339,827",4
한화,2024.04.02,"26,700",하락,300,"27,050","27,150","26,600","214,855",4
한화,2024.04.01,"27,000",하락,50,"27,300","27,350","26,800","234,968",4
한화,2024.03.29,"27,050",하락,"1,150","28,200","28,300","26,900","423,637",3
한화,2024.03.28,"28,200",상승,100,"28,200","28,550","28,000","213,786",3
한화,2024.03.27,"28,100",하락,250,"28,150","28,400","28,050","139,026",3
한화,2024.03.26,"28,350",상승,300,"28,100","28,550","28,100","169,491",3
한화,2024.03.25,"28,050",하락,550,"28,750","28,750","28,000","249,205",3
한화,2024.03.22,"28,600",하락,500,"29,250","29,300","28,300","268,776",3
한화,2024.03.21,"29,100",상승,750,"28,600","29,150","28,400","292,359",3
한화,2024.03.20,"28,350",하락,100,"28,700","28,850","28,200","269,057",3
한화,2024.03.19,"28,450",하락,650,"28,800","29,250","28,400","228,156",3
한화,2024.03.18,"29,100",상승,"1,150","28,200","29,200","28,050","476,650",3
한화,2024.03.15,"27,950",하락,750,"28,600","28,900","27,950","395,523",3
한화,2024.03.14,"28,700",상승,450,"28,400","28,900","28,250","301,120",3
한화,2024.03.13,"28,250",상승,100,"28,300","28,450","28,000","210,039",3
한화,2024.03.12,"28,150",하락,"1,150","29,550","29,550","27,950","373,408",3
한화,2024.03.11,"29,300",하락,350,"29,300","29,950","29,150","240,350",3
한화,2024.03.08,"29,650",하락,100,"29,950","30,050","29,550","364,337",3
한화,2024.03.07,"29,750",상승,200,"29,550","30,000","29,250","400,738",3
한화,2024.03.06,"29,550",상승,150,"29,100","29,900","29,000","366,867",3
한화,2024.03.05,"29,400",하락,300,"29,400","30,200","29,250","363,814",3
한화,2024.03.04,"29,700",상승,300,"29,650","30,000","28,950","435,369",3
